249	1551.72
250	1551.63
251	1444.77
252	1296.31
253	1551.69
254	1550.3
255	1447.06
256	1447.59
257	1539.53
258	1279.31
259	1186.77
260	1341.29
261	903.649
262	1179.28
263	1515.47
264	1218.46
265	1537.19
266	1031.58
267	1377.63
268	1121.07
269	1402.4
270	1443.87
271	1551.55
272	1550.39
273	1079.63
274	1537.79
275	1551.74
276	1533.71
277	1211.48
278	672.551
279	1146.26
280	1445.25
281	1551.45
282	1488.07
283	1268.25
284	1542.77
285	1551.22
286	1256.28
287	1538.98
288	1551.73
289	1366.27
290	1257.19
291	1551.65
292	1314.12
293	1551.36
294	1550.05
295	833.999
296	1531.76
297	1546.68
298	1538.61
299	866.604
300	1355.71
301	911.726
302	1050.43
303	924.023
304	1157.1
305	1534.07
306	1551.56
307	1551.67
308	1405.36
309	1334.44
310	1231.21
311	1551.38
312	1053.9
313	1551.7
314	1505.89
315	1551.54
316	1551.45
317	1551.51
318	1548.79
319	1536.13
320	1504.44
321	1373.83
322	628.014
323	1550.68
324	1551.7
325	1551.9
326	1230.91
327	1551.69
328	1551.21
329	1551.72
330	1410.76
331	1350.15
332	1551.94
333	1160.89
334	846.288
335	831.516
336	1042.39
337	1551.56
338	938.439
339	1551.32
340	1481.62
341	1551.73
342	1523.98
343	1551.51
344	1353.56
345	1551.47
346	1551.63
347	1372.88
348	1551.47
349	1551.81
350	1533.09
351	1384.94
352	1451.71
353	1551.85
354	1551.86
355	1266.59
356	1503.39
357	1475.41
358	1524.46
359	1487.05
360	1346.94
361	1323.7
362	1521.94
363	1085.51
364	1550.6
365	1059.05
366	1262.84
367	1409.38
368	1483.07
369	1549.24
370	1468.88
371	673.143
372	1331.66
373	1551.68
374	1551.66
375	1533.73
376	1551.79
377	1535.57
378	1540.54
379	1440.09
380	1252.64
381	1481.87
382	1551.76
383	1551.42
384	1542.36
385	1091.11
386	885.102
387	886.946
388	1551.74
389	1031.5
390	1407.95
391	1434.54
392	1545.21
393	1080.3
394	1528.56
395	825.149
396	1551.41
397	1551.65
398	1505.15
399	1545
400	1548.97
401	1551.49
402	1080.13
403	1551.5
404	810.158
405	1389.34
406	1056.65
407	863.444
408	1458.07
409	1551.47
410	1551.88
411	1010.51
412	1233.09
413	1542.55
414	1480.78
415	715.603
416	1550.09
417	1551.41
418	1542.89
419	1551.68
420	1444.68
421	1551.06
422	1429.56
423	1551.76
424	1404.71
425	1167.58
426	1475.79
427	1323.1
428	1371.84
429	1475.13
430	1241.5
431	1542.12
432	1259.63
433	1336.11
434	1520.09
435	1033.93
436	1403.06
437	1447.91
438	1320.41
439	1433.65
440	992.05
