1	1413.08
2	1069.1
3	1074.43
4	1073.68
5	1488.32
6	1061.38
7	1491.45
8	1550.75
9	1515.85
10	1551.07
11	1551.72
12	623.658
13	1299.94
14	771.854
15	732.388
16	733.353
17	1551.43
18	1156.95
19	1380.5
20	1101.22
21	1551.63
22	1393.38
23	594.135
24	1327
25	1368.99
26	1473.69
27	701.956
28	1068.99
29	1508.34
30	1423.74
31	1551.7
32	869.41
33	1141.67
34	1528.07
35	1328.71
36	1370.39
37	1551.3
38	1515.2
39	1551.57
40	727.365
41	670.76
42	1395.64
43	1546.34
44	1469.04
45	1446.51
46	1151.67
47	1548.92
48	1551.18
49	1550.7
50	1549.98
51	1477.56
52	1551.69
53	1443.72
54	1551.52
55	1337.78
56	1551.66
57	1550.41
58	1551.67
59	1057.01
60	1543.9
61	1551.29
62	1551.8
63	1059.87
64	1551.44
65	1551.37
66	1551.67
67	1551.84
68	1526.2
69	1544.79
70	1551.53
71	1551.63
72	1313.61
73	1551.53
74	1181.05
75	1550.81
76	998.453
77	1550.65
78	1552.07
79	1551.44
80	1549.56
81	1537.88
82	1356.31
83	1515.67
84	1545.86
85	1550.47
86	896.223
87	704.557
88	1439.28
89	1550.04
90	1551.4
91	1170.24
92	1407.77
93	1423.93
94	1020.57
95	1130.21
96	1406.21
97	1548.07
98	1412.33
99	1137.19
100	1275.9
101	1496.47
102	1453.01
103	1484.63
104	1360.48
105	1379.9
106	1225.96
107	1378.36
108	1540.27
109	1350.16
110	1480.23
111	1551.69
112	1496.62
113	1485.75
114	1551.2
115	1456.42
116	1509.7
117	1551.81
118	1551.75
119	1549.7
120	1006.33
121	1551.69
122	1551.48
123	1537.32
124	1549.62
125	850.21
126	1451.81
127	1291.26
128	1119.24
129	1046.74
130	1234.64
131	1551.4
132	1551.82
133	1551.51
134	1551.32
135	1551.21
136	1241.38
137	1550.32
138	1550.17
139	1551.36
140	1551.67
141	1518.67
142	1551.33
143	1520.28
144	1551.58
145	1452.78
146	1416.74
147	1551.24
148	1540.75
149	1546.9
150	1349.9
151	1550.4
152	1551.42
153	1540.38
154	1316.58
155	1113.68
156	1297.81
157	1318.84
158	956.282
159	1541.09
160	1201.52
161	723.607
162	1424.95
163	1551.44
164	1551.51
165	1549.18
166	1058.57
167	1481.34
168	976.295
169	1540.57
170	1331.34
171	1379.85
172	1355.72
173	1311.58
174	663.476
175	1548.52
176	1053.4
177	1116.8
178	1472.39
179	1167.58
180	1287.86
181	1549.38
182	1536.34
183	1380.42
184	1545.67
185	1040.65
186	1337.8
187	1101.33
188	1551.69
189	1538.35
190	1356.19
191	1390.79
192	1541.68
193	1551.56
194	1014.73
195	1152.3
196	1504.65
197	1322.78
198	1551.62
199	1310.34
200	1550
201	1542.26
202	1551.56
203	1476.78
204	1551.61
205	1244.51
206	862.629
207	884.767
208	1461.41
209	1551.67
210	1551.48
211	1551.61
212	1548.21
213	978.42
214	1511.4
215	1551.61
216	1551.69
217	1551.24
218	1090.51
219	1375.81
220	1457.29
221	1480.34
222	1543.69
223	1546
224	1544.64
225	836.958
226	1063.52
227	1551.55
228	1551.67
229	1541.71
230	1551.58
231	698.045
232	1551.52
233	1505.93
234	1268.49
235	1551.6
236	918.585
237	922.678
238	1000.65
239	1551.68
240	1551.6
241	1542.33
242	1538.31
243	1551.32
244	1504.96
245	1391.65
246	1454.46
247	1538.5
248	1344.41
