7	9.59708
8	8.03122
14	9.42947
15	12.5136
21	15.148
22	14.6086
26	10.7774
27	9.39366
31	10.7575
39	10.2967
41	9.93442
48	14.8719
50	15.5609
52	8.63725
57	10.2729
61	13.1175
63	10.3495
69	10.2889
78	9.91899
80	10.109
84	12.6219
86	13.1118
94	14.6801
95	13.5918
106	11.9954
114	10.5286
116	12.954
118	13.1539
130	13.9184
133	13.4283
135	14.4791
138	13.1645
142	13.344
143	9.13166
152	13.1757
160	13.1538
171	14.4034
185	13.0662
203	13.8597
218	10.1342
234	9.8382
237	9.92529
249	10.6589
250	10.9059
254	10.4576
262	10.8776
412	9.45586
476	13.9352
482	13.8584
